1: 292705/1278378
4564: 10433'1/3
4565: 15'16/35
4566: 1'229/322
4567: 132
4568: 3'3/19
4569: 5'56/75
4570: 149
4571: 27/2432
4572: 4098
4573: 804'18/83
4574: 61'127/366
4575: 1'73/518
4576: 67'1/5
4577: 61'4/35
4578: 18'26/33
4579: 36/805
4580: 28/153
4581: 171
4582: 4'485/5037
4583: 48'1285/1638
4584: 65/72
4585: 55'2473/3484
4586: 14'4/5
4587: 1'161/258
4588: 55'9/2
4589: 1478'2/19
4590: 7/39
4591: 2'173/178
4592: 166
4593: 61'24313/5544
4594: 192'8/11
4595: 1'241/455
4596: 13'1/2
4597: 5'31/45
4598: 17/97
4599: 2025
4600: 103/6048
4601: 3'129/23
4602: 31'7/71
4603: 1'199/425
4604: 32'527/1482
4605: 98'406/4047
4606: 9485/28842
4607: 11'1/13
4608: 2167/4118
4609: 1'1529/483
4610: 74'26/95
4611: 3153'15/16
4612: 14'554/943
4613: 37'1/6
4614: 1'2291/2703
4615: 2806
4616: 129'3/4
4617: 26'1/8
4618: 24'7939/188094
4619: 6
4620: 91'81/1
4621: 2'3754/8959
4622: 176693'16/43
4623: 92'57/89
4624: 4
4625: 1'161/2014
4626: 4'73/434
4627: 25/216
4628: 5/156
4629: 18
4630: 4
4631: 1'15843/265
4632: 84'62/455
4633: 47'20563/396
4634: 283/1157
4635: 76'17/28
4636: 16
4637: 1'859/1065
4638: 3'38/43
4639: 2737'5/23
4640: 55/1422
4641: 3'262/465
4642: 6/2077
4643: 17/388
4644: 78'3/1
4645: 86'2/47
4646: 33'1/3
4647: 15
4648: 1635/37444
4649: 153
4650: 1686'24/41
4651: 406/48875
4652: 1775/5148
4653: 32
4654: 10331/44895
4655: 3942'9/19
4656: 44'12/19
4657: 308'303/1273
4658: 133
4659: 117'1313/1602
4660: 16'30568/33615
4661: 69'2/7
4662: 51'825/5822
4663: 59/102
4664: 36'19/24
4665: 23/2136
4666: 138
4667: 122
4668: 7602'3/97
4669: 85'117/272
4670: 63'21/23
4671: 52'29/46
4672: 246'84/145
4673: 69'38/49
4674: 153'29/48
4675: 67'1/5
4676: 1/42
4677: 39
4678: 53/16027
4679: 7'7/8
4680: 6'1/24
4681: 1'218/429
4682: 6'1594/1729
4683: 81'5183/22575
4684: 61'12/17
4685: 129'5/53
4686: 7787
4687: 43
4688: 558'13/15
4689: 68
4690: 34
4691: 71'1/168
4692: 69'11/18
4693: 1'8/13
4694: 91'5541/7636
4695: 7'43/5
4696: 119
4697: 2204
4698: 45/3082
4699: 44814
4700: 9717
4701: 88'9/32
4702: 63
4703: 35'39/7
4704: 29'7/37
4705: 27'397/1729
4706: 1'47/73
4707: 83'6/37
4708: 1485
4709: 1'281/952
4710: 6'4/19
4711: 97'3/5
4712: 689/42
4713: 35'5/19
4714: 71'17/53
4715: 153'26/87
4716: 24'3/4
4717: 8'86/89
4718: 41/594
4719: 3/2
4720: 14653/40754
4721: 7'1/5
4722: 1'1/1
4723: 3'1087/1638
4724: 59'1/33
4725: 19'36/55
4726: 301/99
4727: 128'2/27
4728: 48'11/14
4729: 2'1/13
4730: 11'205/2277
4731: 833/61
4732: 214'3/8
4733: 64'896/1305
4734: 982/1615
4735: 45'12/31
4736: 495/2392
4737: 143'97/338
4738: 93
4739: 33866/102141
4740: 71'1/6
4741: 54'1/13
4742: 3'5/134
4743: 1'15/29
4744: 211/378
4745: 145'2/99
4746: 1872'34/65
4747: 46/2331
4748: 27/125
4749: 28'8/25
4750: 11217
4751: 8'8/13
4752: 18/1679
4753: 1'69/188
4754: 4'589/784
4755: 32'163/1462
4756: 47/57
4757: 37'421/544
4758: 68/145
4759: 11/559
4760: 108'59/67
4761: 2'269/1827
4762: 16073/146328
4763: 1'2/7
4764: 93'27/28
4765: 1'30889/1274
4766: 4'55/1539
4767: 55'55/204
4768: 81'11/53
4769: 69
4770: 67'1/1
4771: 15'29/12
4772: 52'13/36
4773: 39'15/16
4774: 1'23/833
4775: 143/159
4776: 71'17/18
4777: 151/77
4778: 1'524/2001
4779: 18'3/7
4780: 49'23/42
4781: 115'17/3
4782: 11'3/7
4783: 11'11/19
4784: 108'14/15
4785: 108/1025
4786: 27'27/44
4787: 149
4788: 91'56/65
4789: 81'1/42
4790: 9'41/48
4791: 145'383/392
4792: 1'11/91
4793: 25'215/246
4794: 32'3/19
4795: 5544
4796: 4'75/116
4797: 36'8/1551
4798: 29'8/9
4799: 6'43/87
4800: 72/133
4801: 41'82/93
4802: 2205
4803: 11'7/8
4804: 57'39/97
4805: 392/46483
4806: 106
4807: 96'499/11868
4808: 53'1/1
4809: 1/1134
4810: 1'84443/796416
4811: 237'1/2
4812: 153'11/17
4813: 97'2/21
4814: 1'19/195
4815: 8'6/13
4816: 218'83/1952
4817: 14'14/19
4818: 67308
4819: 11
4820: 27
4821: 95/29106
4822: 127'5/24
4823: 1122
4824: 3897'3/11
4825: 1/155
4826: 1663'1/26
4827: 64'1/18
4828: 55/104
4829: 65'6/7
4830: 18'9/14
4831: 6'2938/8113
4832: 80011'5/7
4833: 1771/1989
4834: 4'602/2015
4835: 78'5/6
4836: 3825
4837: 93'9/35
4838: 246/26611
4839: 18'72/869
4840: 7501/2278
4841: 26'7/1
4842: 87'17/48
4843: 32'5/8
4844: 135
4845: 1/826
4846: 148'11/3
4847: 65'41/62
4848: 4'1/24
4849: 1
4850: 1483/18
4851: 2064'12/17
4852: 108'1719/67
4853: 33'89/96
4854: 118157/68607
4855: 2719/6664
4856: 41'3/8
4857: 16'6/7
4858: 
4859: 13'1/2
4860: 725'62/65
4861: 41'681/77
4862: 26'2/5
4863: 118/1053
4864: 1/342
4865: 1715/2014
4866: 99/26
4867: 64'23/39
4868: 3417
4869: 1'241/558
4870: 45'39/196
4871: 5123/99
4872: 14'126/145
4873: 73'173/1089
4874: 324088
4875: 76'8/25
4876: 91'7/12
4877: 2/969
4878: 97'13/28
4879: 1/1428
4880: 4'2309/2624
4881: 13/21
4882: 64
4883: 8'1/7
4884: 139'1/2
4885: 225'35/39
4886: 794543/23011989
4887: 261'2/5
4888: 4914'49/64
4889: 5'3/5
4890: 1'7562/9435
4891: 1598'8/9
4892: 33611
4893: 3'3/35
4894: 1'1/2
4895: 82'127/444
4896: 106
4897: 1'35/53
4898: 7'9334/19943
4899: 29/121
4900: 11/28
4901: 574
4902: 1/73
4903: 133'59/98
4904: 1'6959/836
4905: 75'293/528
4906: 134/451
4907: 5'137/714
4908: 6'1061/3168
4909: 4'1286/1525
4910: 71'17/92
4911: 1'5094/7595
4912: 5/56
4913: 259'62/79
4914: 99'11/91
4915: 3'41/2379
4916: 77
4917: 65'17/94
4918: 104/165
4919: 89/39
4920: 6
4921: 1176
4922: 28'13/14
4923: 128
4924: 969/2002
4925: 66
4926: 528'5/22
4927: 47'114421/164124
4928: 17/2294
4929: 73'1/8
4930: 11'5/22
4931: 2862'99/148
4932: 7
4933: 43'12/23
4934: 1543'1/13
4935: 15571/72051
4936: 28'9/13
4937: 41'4/19
4938: 41'28447/12495
4939: 1022'27/43
4940: 23'299/512
4941: 65'25/92
4942: 381'9/17
4943: 29'203/325
4944: 1'5/87
4945: 212'17/3
4946: 2'22/73
4947: 37'2/49
4948: 86'26/29
4949: 22'1/2
4950: 1'1934/5247
4951: 95'29/35
4952: 8381
4953: 28
4954: 8'1127/1888
4955: 126'2/27
4956: 97
4957: 17'1/9
4958: 17/3024
4959: 71/572
4960: 479/1316
4961: 1155/1178
4962: 4'4/11
4963: 1/46
4964: 39'18/53
4965: 5'15/32
4966: 126
4967: 106'2/3
4968: 85/88
4969: 4'3/13
4970: 5'2/17
4971: 14/51
4972: 1/165
4973: 92'8/41
4974: 28'9/43
4975: 1007/1917
4976: 47'235/582
4977: 97'3/35
4978: 28
4979: 2933/3268
4980: 289/525
4981: 4'4/729
4982: 349/2064
4983: 43'7/36
4984: 129
4985: 16'2/3
4986: 55/126616
4987: 2'13/46
4988: 44'92/385
4989: 36'1/24
4990: 162'4/19
4991: 94'38/79
4992: 183/442
4993: 11/1092
4994: 1'7/9
4995: 47
4996: 213/38285
4997: 26'37/19
4998: 43'1/2
4999: 781/171
5000: 464/1005
5001: 9/4472
5002: 54'17/45
5003: 86'37/195
5004: 26941
5005: 669'13/23
5006: 29
5007: 5'2675/3731
5008: 3039'1/3
5009: 79'2184/5251
5010: 64'5/17
5011: 154/345
5012: 31'2641/3417
5013: 99'71/72
5014: 1208'16/19
5015: 4'5/14
5016: 36'27/86
5017: 1'62/99
5018: 7897'5/8
5019: 13/4136
5020: 2'1263/3116
5021: 65'19/29
5022: 15
5023: 54'54/61
5024: 3'13/25
5025: 37'2509/2898
5026: 87831'9/23
5027: 35'45/49
5028: 52'4143/6448
5029: 37
5030: 2'668/671
5031: 73'44/81
5032: 46'4/13
5033: 13926'23/27
5034: 33'5/6
5035: 67/132
5036: 85'2729/5185
5037: 15
5038: 11
5039: 294'13814/14787
5040: 259/33
5041: 59'1/9
5042: 2894'4/19
5043: 649/129
5044: 34/1395
5045: 2'1/8
5046: 29
5047: 181'119/253
5048: 2/1247
5049: 31
5050: 102'3141/25925
5051: 125
5052: 209'5/9
5053: 337'11/25
5054: 848/1947
5055: 41/98
5056: 267'71/322
5057: 31'59/8
5058: 86'27/4
5059: 64'14/19
5060: 27/2581
5061: 53'51/55
5062: 8'7/8
5063: 5875'729/161
5064: 55'673/744
5065: 33/3772
5066: 2'49/102
5067: 9'16/41
5068: 27'12/395
5069: 49'2/21
5070: 58'15/17
5071: 55'272/287
5072: 8'75/15827
5073: 88'7/88
5074: 3'4969/9344
5075: 72'56/97
5076: 1'6/7
5077: 2442
5078: 287/2117
5079: 29'6/7
5080: 14691
5081: 1725/4514
5082: 15'15/26
5083: 97'11/47
5084: 74'33/65
5085: 55'9/1
5086: 9/418
5087: 7'4/5
5088: 7'7/9
5089: 63'9/13
5090: 45'11/35
5091: 5'15/29
5092: 7987
5093: 336'184/5593
5094: 2'5/13
5095: 46'5/42
5096: 282'1/1
5097: 8/91455
5098: 15'46/71
5099: 52'1/161
5100: 23/12
5101: 751'1/3
5102: 6692
5103: 74'1/23
5104: 13'14/97
5105: 2604
5106: 4895
5107: 31'535/1007
5108: 39/47
5109: 1'701/221
5110: 69'799/1729
5111: 41'71/18
5112: 1428'4/5
5113: 97'28/31
5114: 10138/471789
5115: 2923/10998
5116: 1'13/35
5117: 12/2795
5118: 51'27/31
5119: 3/20855
5120: 379'3/4
5121: 5'251/627
5122: 27'52/75
5123: 146'29/66
5124: 118'11/21
5125: 19'2/7
5126: 32'8/17
5127: 31'3/25
5128: 27/152
5129: 118/133
5130: 93'3/8
5131: 1081
5132: 11'49/96
5133: 83'19/59
5134: 7'3517/4845
5135: 1888
5136: 9'19/39
5137: 1'152/275
5138: 1931'5/17
5139: 74'452/779
5140: 18'12/19
5141: 12'1363/483
5142: 163235/183084
5143: 28/43
5144: 13'9634/21033
5145: 8'181/288
5146: 112'12/43
5147: 58'3/4
5148: 215/3744
5149: 228'3/8
5150: 1'574/1007
5151: 1224'2/5
5152: 1'529/2773
5153: 4'2/13
5154: 185/602
5155: 1867'2643/3485
5156: 611
5157: 125
5158: 1'5/91
5159: 3817/8381
5160: 1'13/18
5161: 541/63
5162: 85/658
5163: 11/52
5164: 27
5165: 71'109/141
5166: 69/188
5167: 2/19669
5168: 71/38
5169: 81
5170: 722/945
5171: 108'111/119
5172: 261839/429408
5173: 45/368
5174: 23/1278
5175: 3'49/783
5176: 232'16/17
5177: 85'3/2
5178: 28/225
5179: 7'35/44
5180: 208'4/9
5181: 42'181/192
5182: 1088
5183: 7'11/1924
5184: 3/145
5185: 17'1/2
5186: 82'1718/2737
5187: 3'1/3
5188: 3'112/2125
5189: 34'27/43
5190: 5'5/47
5191: 36'41/49
5192: 49'49075/49786
5193: 93'1/5
5194: 615/2162
5195: 27'251/308
5196: 361/406
5197: 25'677/82
5198: 193'7/8
5199: 1/7
5200: 53'1/12
5201: 61/86
5202: 317
5203: 2879'37/48
5204: 464/1075
5205: 9021
5206: 2'6/17
5207: 59'1103/144
5208: 1'32/187
5209: 7'248/405
5210: 52
5211: 4467/1235
5212: 33
5213: 7'287/496
5214: 235/3588
5215: 47'1/2
5216: 1229/1892
5217: 4'1283/1372
5218: 155'4255/6358
5219: 16'331/348
5220: 46
5221: 75'755/1888
5222: 148297'1/2
5223: 1'116/129
5224: 55'412/765
5225: 104'6/47
5226: 106'6/7
5227: 123'477/826
5228: 1'596/1971
5229: 9'139/329
5230: 11/48
5231: 1'265/3397
5232: 10758'32/39
5233: 28/365
5234: 75'17/33
5235: 891/12425
5236: 131'2/3
5237: 3441'1/84
5238: 97/115
5239: 1215
5240: 147'2/13
5241: 54'2/37
5242: 3458'37/47
5243: 2'666/1403
5244: 114'9/16
5245: 323/461439
5246: 1
5247: 423/52096
5248: 47/384
5249: 84'3/4
5250: 9/89
5251: 79'11/21
5252: 6'16/97
5253: 2048'146/247
5254: 51/77
5255: 18'1/4
5256: 1'1/11
5257: 1'65/231
5258: 3'162/1265
5259: 122
5260: 6'584/18135
5261: 461'33/266
5262: 4255'1028/2449
5263: 621'1579/2025
5264: 62'33/41
5265: 54'727/3125
5266: 105
5267: 1843'8/13
5268: 34'262405/508668
5269: 38454
5270: 2'24/67
5271: 146'73/122
5272: 1'68/365
5273: 2'2753/308
5274: 1964
5275: 235/456
5276: 99'51/1
5277: 21
5278: 27/65
5279: 62/67
5280: 1854
5281: 1'239/3
5282: 18'2/63
5283: 23'112/923
5284: 2808'22/27
5285: 139'58/93
5286: 5'5/13
5287: 4986'1/4
5288: 13/16
5289: 1/192
5290: 7'39/44
5291: 2'17/36
5292: 7'169/21
5293: 855/2116
5294: 72'45/64
5295: 1'19/73
5296: 47'51971/684
5297: 228'152/243
5298: 6'487/6148
5299: 2972'31/33
5300: 2257
5301: 75'1989/2449
5302: 5
5303: 66'3/16
5304: 74'7/32
5305: 1'13/18
5306: 7128
5307: 115
5308: 372'9/2
5309: 1'9839/5742
5310: 491/144
5311: 523/558
5312: 1'237/469
5313: 1'49/86
5314: 1'9/25
5315: 1'37/92
5316: 169/28
5317: 187
5318: 12'31/35
5319: 11'377/1068
5320: 37/56
5321: 1'403/752
5322: 1
5323: 12'5/203
5324: 4133/10934
5325: 5928
5326: 13/24
5327: 7'3/4
5328: 55'41/118
5329: 3679/7832
5330: 56'55/74
5331: 78'5/6
5332: 78
5333: 56'33/47
5334: 177'3/23
5335: 6035'1/3
5336: 32
5337: 5412'53/96
5338: 197'13/2
5339: 3/7
5340: 294
5341: 3'59/112
5342: 80329/84796
5343: 1'58/817
5344: 2832'7/75
5345: 16/21
5346: 9216
5347: 1'278/427
5348: 127'197/285
5349: 14'376/391
5350: 6'22037/45815
5351: 1'134/185
5352: 17/156
5353: 45'17/21
5354: 392/42075
5355: 6'8/15
5356: 77'18/67
5357: 1'263/6351
5358: 2508
5359: 769'1/2
5360: 13/1075
5361: 129'58/69
5362: 13'1/7
5363: 102'41/61
5364: 96'452/465
5365: 5524'1/2
5366: 9'27/74
5367: 333
5368: 21/34255
5369: 1459/285
5370: 397/782
5371: 2'37/69
5372: 4'4/17
5373: 58/270465
5374: 1'141/2233
5375: 113'107617/49665
5376: 28'28/65
5377: 55'1/1
5378: 134
5379: 77'31/37
5380: 18'64/69
5381: 266
5382: 9'1/5
5383: 89'23/112
5384: 66'1/7
5385: 19'8/17
5386: 4355'1/6
5387: 45/442
5388: 1/63
5389: 13/216
5390: 8436
5391: 1'236/2025
5392: 75'57/62
5393: 276701/195951
5394: 55'3/8
5395: 6'2/13
5396: 427/1035
5397: 4'7/23
5398: 2726
5399: 12'267/31
5400: 19097/2601
5401: 13/2
5402: 10177'9/23
5403: 48'206381/226258
5404: 96793/107068
5405: 168'15/17
5406: 8156'1/4
5407: 26'9/34112
5408: 21/76
5409: 47'6/19
5410: 82'4/9
5411: 5'6/7
5412: 1'13163/35378
5413: 109/231
5414: 61
5415: 1'8833/12495
5416: 57/68
5417: 3426'14/31
5418: 4'182/437
5419: 4'1/3
5420: 1'26/99
5421: 15/17
5422: 33'34/61
5423: 38'19/3
5424: 1'3299/3417
5425: 8'1/37
5426: 8352
5427: 7'19/28
5428: 2068/7275
5429: 37'4/5
5430: 3'3/59
5431: 11'48/83
5432: 6371/7138
5433: 18/145
5434: 51/56
5435: 1'5/83
5436: 1586
5437: 135
5438: 38'1/2
5439: 126341/161014
5440: 6/1007
5441: 5517'11/17
5442: 282'24/1333
5443: 18'6/7
5444: 91
5445: 2'649/1632
5446: 29/9
5447: 4'443/665
5448: 131'197/378
5449: 102'8/17
5450: 1242
5451: 49'17/828
5452: 456
5453: 6'2/3
5454: 1'3/16
5455: 3/473
5456: 52'15/73
5457: 1/529
5458: 21/1804
5459: 213'1/3
5460: 25
5461: 8'39/49
5462: 137'1/2
5463: 342/943
5464: 7'7/52
5465: 2191/13416
5466: 19'272/369
5467: 1'2/21
5468: 364
5469: 991'245/1027
5470: 1109'1/4
5471: 18'563/1022
5472: 8'8/45
5473: 29/11137
5474: 7/256
5475: 63
5476: 1'97/925
5477: 185'3/71
5478: 4/217
5479: 3/2701
5480: 1'157/703
5481: 1475/67562
5482: 56'439/665
5483: 23/996
5484: 133'3613/3828
5485: 34
5486: 5
5487: 97'7/19
5488: 26/2387
5489: 1'689/385
5490: 47/1728
5491: 174'2/3
5492: 8'129/1162
5493: 5'7/15
5494: 17'36/37
5495: 4
5496: 1027/1078
5497: 87'3/1085
5498: 364'4/99
5499: 72'26/29
5500: 64/395
5501: 32'5/26
5502: 1'5227967/6620832
5503: 4'1/2
5504: 51'51/55
5505: 31846'14/19
5506: 15'2/5
5507: 5/21016
5508: 2'25/32
5509: 2057/336
5510: 12121/24255
5511: 57'9/19
5512: 58'2/13
5513: 25/1072
5514: 32'53/68
5515: 71'14/33
5516: 49'4/11
5517: 46
5518: 6'239/324
5519: 1024/1617
5520: 756
5521: 24'3/4
5522: 52/2759
5523: 9'579/3652
5524: 662
5525: 2'62/559
5526: 1'7/25
5527: 42'763/1066
5528: 144
5529: 661/505827
5530: 39'3/11
5531: 216
5532: 507'449/1147
5533: 17'2091/3311
5534: 95'236/589
5535: 156'18/19
5536: 90769/9256
5537: 53/38
5538: 15'45/784
5539: 173'15/83
5540: 84'1/23
5541: 16'44/49
5542: 8/61393
5543: 14'8/21
5544: 59'53/59
5545: 125/4556
5546: 36'1646/2379
5547: 12
5548: 11'1/19
5549: 51'8/23
5550: 7'11/87
5551: 2753/456
5552: 48'18/49
5553: 37'11/333
5554: 13'3/4
5555: 1/195
5556: 1/3552
5557: 446'1/7
5558: 1875'44/667
5559: 9
5560: 3'35/46
5561: 1116
5562: 2'9/28
5563: 403'2/9
5564: 3384
5565: 662'203/328
5566: 1762/1909
5567: 4485/9889
5568: 1/1037
5569: 74'4/5
5570: 304/697
5571: 19'18689/19012
5572: 814'11/16
5573: 2'12/35
5574: 3'3/49
5575: 22'2144/2623
5576: 1'17/22
5577: 138'537/1316
5578: 272/387
5579: 216/869
5580: 36'18/25
5581: 1213/1269
5582: 7995
5583: 25'211/33
5584: 18/2755
5585: 156'1/5
5586: 13/64
5587: 355/792
5588: 632'4/11
5589: 796'5/1189
5590: 11/6664
5591: 1/68
5592: 16'383/5767
5593: 1785'107/1387
5594: 2
5595: 14'16/25
5596: 42'239/3
5597: 83'4359/17444
5598: 27'16/37
5599: 78'1/3
5600: 304/603
5601: 1519/1909
5602: 94016/238205
5603: 7'5/19
5604: 13
5605: 7'11/13
5606: 4'35/52
5607: 39'1/1
5608: 6674
5609: 78'2/23
5610: 7'9/37
5611: 5535'25/37
5612: 2'8/297
5613: 387'764/1095
5614: 138'797/1586
5615: 649/105
5616: 29/104
5617: 22
5618: 54'16/117
5619: 1'2/3
5620: 1968
5621: 5/6552
5622: 57'57/58
5623: 413/152
5624: 392'17177/18377
5625: 77'1173/2891
5626: 3'629/1188
5627: 2'1/9
5628: 19
5629: 54'29/49
5630: 122'5/13
5631: 107'36/55
5632: 2'4/5
5633: 98'824/3403
5634: 64/273
5635: 39'2511/3335
5636: 6'3/8
5637: 19/3393
5638: 25'13/81
5639: 5'9/43
5640: 1319'4/37
5641: 47'776/801
5642: 122'38/79
5643: 59
5644: 13/31
5645: 58'3/7
5646: 47'1/9
5647: 902'17/36
5648: 8'1/7
5649: 9/64
5650: 3471
5651: 92'35/44
5652: 289/25596
5653: 1782
5654: 1'475/2419
5655: 59'1969/2686
5656: 8389/12369
5657: 56'1/5
5658: 55/2769
5659: 34'17/2
5660: 92
5661: 223'17/21
5662: 28
5663: 731'8/9
5664: 44'268/943
5665: 274'286/435
5666: 2'962/5917
5667: 41/5214
5668: 21/46
5669: 3377/776
5670: 1'41/96
5671: 151
5672: 44/27783
5673: 74
5674: 105'8/117
5675: 34
5676: 5407
5677: 7/13
5678: 3'15/22
5679: 19'23/365
5680: 168/1027
5681: 29'1/2
5682: 19'62/85
5683: 2/43
5684: 24726'26/35
5685: 13
5686: 2356/6525
5687: 4'1/4
5688: 3296/10535
5689: 2'3/1
5690: 492/493
5691: 26'3/7
5692: 14
5693: 46'2/3
5694: 328'31/38
5695: 41'92/95
5696: 1'193/77
5697: 36/425
5698: 39831/48112
5699: 54'4/5
5700: 41/85
5701: 418'21697/47824
5702: 28'1/16
5703: 38'13/172
5704: 12'292/403
5705: 82'61/78
5706: 444'22/27
5707: 16/21
5708: 346684'4/5
5709: 58'1/92
5710: 52'162/875
5711: 4
5712: 53'25/59
5713: 6'3707/7081
5714: 1'163/1305
5715: 1'133/335
5716: 976'34/41
5717: 82'6/43
5718: 23/21
5719: 1'1597/3045
5720: 96
5721: 55'36/89
5722: 31'33/49
5723: 86
5724: 2'1/8
5725: 18
5726: 1/195
5727: 4'31/32
5728: 1'211/27
5729: 103
5730: 46'8/17
5731: 57361/75075
5732: 52'5/77
5733: 287
5734: 11/4
5735: 8'43/168
5736: 231
5737: 12'189/272
5738: 8'35/47
5739: 91
5740: 19'1/1
5741: 46'113/476
5742: 2'1/38
5743: 176'779/308
5744: 1'175/177
5745: 58233/11264
5746: 7367/10935
5747: 322'19/24
5748: 1'46429/261252
5749: 17'57/67
5750: 55'26/61
5751: 233
5752: 864/1591
5753: 225/308
5754: 196'4/651
5755: 2/29
5756: 604'2/17
5757: 21/5888
5758: 1'1223/1353
5759: 164'5/86
5760: 32'8/13
5761: 142671'57/89
5762: 23/162
5763: 4'23/28
5764: 779'26/155
5765: 20657/27047
5766: 1755/3256
5767: 8'51/7
5768: 576
5769: 89/12
5770: 1581/3008
5771: 943'11/238
5772: 33/65
5773: 3'241/825
5774: 19/44
5775: 47/133
5776: 1025/8134
5777: 11
5778: 3'2/17
5779: 11/12
5780: 579'4775/6237
5781: 4'955/2891
5782: 109
5783: 266'5/17
5784: 39/56
5785: 15'2/77
5786: 96'19961/26845
5787: 491
5788: 13
5789: 17'67/253
5790: 18'76/93
5791: 1/41
5792: 1'827/11
5793: 575/4148
5794: 697/351648
5795: 9
5796: 65'261/308
5797: 792'54/79
5798: 19/473
5799: 26363/79968
5800: 85
5801: 8'177/166
5802: 1'1/3081
5803: 1
5804: 13/2064
5805: 292'6/17
5806: 72'18/19
5807: 1'3/13
5808: 133/184
5809: 144'14/41
5810: 247'25/38
5811: 1118'18/25
5812: 66'4/55
5813: 1'569/637
5814: 137'1/7
5815: 60479'8/9
5816: 5786'61/475
5817: 127/1071
5818: 93'5413/20124
5819: 50687/79054
5820: 3/196
5821: 65618'29/38
5822: 89'1/111
5823: 86
5824: 64/3471
5825: 1/1044
5826: 1'32317/36582
5827: 1'3/4
5828: 6935
5829: 32'16/29
5830: 38'36/79
5831: 32'4/13
5832: 112'33/47
5833: 53'11/63
5834: 67881
5835: 42'5/153
5836: 81'23/45
5837: 83'2/5
5838: 3'44/67
5839: 187/38
5840: 3'1689/3952
5841: 91'7/19
5842: 82'61/2
5843: 13'1989/4558
5844: 28'74/99
5845: 14'17/42
5846: 2674/2907
5847: 2'3/2
5848: 48'6/47
5849: 138'321/826
5850: 23/67
5851: 39712
5852: 1'16/39
5853: 6092/6435
5854: 31'277/648
5855: 83/228
5856: 13'113/18
5857: 1/39
5858: 36'2/41
5859: 38'21/407
5860: 53/228
5861: 4'22/35
5862: 7/1
5863: 47/2232
5864: 7/12
5865: 22'7/23
5866: 71'23/26
5867: 1192'31/54
5868: 33'31/49
5869: 279'5/21
5870: 64'2743/792
5871: 21449/19296
5872: 187/21
5873: 41'22/29
5874: 12919'9/16
5875: 1'1/3276
5876: 828'17/52
5877: 2222
5878: 74'838/925
5879: 177
5880: 3'57/67
5881: 1'157/3
5882: 748'68/105
5883: 59/891
5884: 95'5/781
5885: 34'25/43
5886: 133/408
5887: 69'3/187
5888: 18'1698/1891
5889: 42824/202215
5890: 4/53
5891: 3553/126
5892: 19/1435
5893: 3211/4002
5894: 24'3/4
5895: 55'34/45
5896: 1'2381/4136
5897: 2'1228/2255
5898: 2'5/11
5899: 44/83
5900: 2'26/47
5901: 6/402325
5902: 304/4455
5903: 1'583/1242
5904: 64'2/7
5905: 4214'26/41
5906: 112'5/7
5907: 34/1815
5908: 174/329
5909: 35'45/56
5910: 17/1746
5911: 129
5912: 11'79/48
5913: 4'166/375
5914: 23/252
5915: 96'11/17
5916: 333/602
5917: 836/1275
5918: 4305'1/2
5919: 12'24/43
5920: 2289'7/33
5921: 55'413/741
5922: 2484/40579
5923: 13'43/77
5924: 41'11/54
5925: 69'1/32
5926: 129'3/95
5927: 1/238
5928: 21'357/361
5929: 1/405
5930: 4'2/7
5931: 638
5932: 1'13/17085
5933: 27'19/45
5934: 3'1/6
5935: 1604'4/47
5936: 14/5307
5937: 255/38909
5938: 23432'2/5
5939: 32'242/261
5940: 1'8/77
5941: 216'33/112
5942: 49/18
5943: 31'9/1
5944: 68'28/43
5945: 82'256/295
5946: 58'1/5
5947: 3'96/175
5948: 14/1353
5949: 6'1/15
5950: 33'22/243
5951: 2642'5/8
5952: 6736/13547
5953: 231
5954: 71'1/6
5955: 24'1/16
5956: 93'5/18
5957: 165'32/47
5958: 1'2323/2581
5959: 1'34/567
5960: 11
5961: 13'187/2352
5962: 2179/3135
5963: 1/378
5964: 1'1/176
5965: 43'61/67
5966: 94
5967: 1'7307/1311
5968: 19/3172
5969: 3'1/3
5970: 39'17/228
5971: 5/64
5972: 498933/796795
5973: 34/1485
5974: 1'283/312
5975: 24
5976: 331'4/5
5977: 84'271/456
5978: 94
5979: 54/55
5980: 91'1247/2821
5981: 798'3/17
5982: 36'681/2324
5983: 16
5984: 7821'3/22
5985: 284/23069
5986: 45'1947/266
5987: 427
5988: 8'31/74
5989: 1'949/2001
5990: 46'4/5
5991: 53'53/6
5992: 309'1/3
5993: 104'29/49
5994: 39
5995: 32/441
5996: 1'1/2
5997: 16'8/55
5998: 153'9/13
5999: 1
6000: 998'17/23
6001: 23/65
6002: 122'3/4
6003: 101'2/15
6004: 196'1/3
6005: 2469/9061
6006: 128'72/77
6007: 128'2/45
6008: 45'6/119
6009: 1897'73/88
6010: 41/24
6011: 4'14/2993
6012: 33
6013: 3865/6669
6014: 1'5/23
6015: 6394
6016: 32'25/46
6017: 39'3/71
6018: 1'19/343
6019: 25'5/6
6020: 33'17/33
6021: 74
6022: 74'13/16
6023: 76'3/16
6024: 1'2/39
6025: 4'23/53
6026: 21288'24/25
6027: 1'5/14
6028: 49/82
6029: 7'49/37
6030: 7'7/8
6031: 278'1/11
6032: 1808'2/11
6033: 41/54
6034: 1'347/504
6035: 3215/7344
6036: 8'4/85
6037: 71'527/11
6038: 145'127/34
6039: 118'11/41
6040: 589/714
6041: 31/144
6042: 1'17/25
6043: 55'1/4
6044: 1895/2548
6045: 6958
6046: 94/1333
